,Architecture,BogoMIPS,Byte Order,CPU MHz,CPU Platform,CPU family,CPU max MHz,CPU min MHz,CPU op-mode(s),CPU(s),CloudProvider,Core(s) per socket,Current Speed,Flags,Hypervisor vendor,InstanceCategory,InstanceType,L1d cache,L1i cache,L2 cache,L3 cache,Max Speed,Model,Model name,NUMA node(s),NUMA node0 CPU(s),NUMA node1 CPU(s),NUMA node10 CPU(s),NUMA node11 CPU(s),NUMA node2 CPU(s),NUMA node3 CPU(s),NUMA node4 CPU(s),NUMA node5 CPU(s),NUMA node6 CPU(s),NUMA node7 CPU(s),NUMA node8 CPU(s),NUMA node9 CPU(s),On-line CPU(s) list,Socket(s),Stepping,Thread(s) per core,Vendor ID,Virtualization,Virtualization type
201,x86_64,5799.91,Little Endian,968.171,,6,,,"32-bit, 64-bit",128,AWS,32,2900 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves wbnoinvd ida arat avx512vbmi pku ospke avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg tme avx512_vpopcntdq rdpid md_clear flush_l1d arch_capabilities,KVM,i4i,i4i.32xlarge,48K,32K,1280K,55296K,3500 MHz,106,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,2,"0-31,64-95","32-63,96-127",,,,,,,,,,,0-127,2,6,2,GenuineIntel,,full
202,x86_64,5799.98,Little Endian,3510.062,,6,,,"32-bit, 64-bit",16,AWS,8,2900 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves wbnoinvd ida arat avx512vbmi pku ospke avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg tme avx512_vpopcntdq rdpid md_clear flush_l1d arch_capabilities,KVM,i4i,i4i.4xlarge,48K,32K,1280K,55296K,3500 MHz,106,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,1,0-15,,,,,,,,,,,,0-15,1,6,2,GenuineIntel,,full
203,x86_64,5799.93,Little Endian,3501.725,,6,,,"32-bit, 64-bit",32,AWS,16,2900 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves wbnoinvd ida arat avx512vbmi pku ospke avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg tme avx512_vpopcntdq rdpid md_clear flush_l1d arch_capabilities,KVM,i4i,i4i.8xlarge,48K,32K,1280K,55296K,3500 MHz,106,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,1,0-31,,,,,,,,,,,,0-31,1,6,2,GenuineIntel,,full
204,x86_64,5799.97,Little Endian,3498.374,,6,,,"32-bit, 64-bit",2,AWS,1,2900 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves wbnoinvd ida arat avx512vbmi pku ospke avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg tme avx512_vpopcntdq rdpid md_clear flush_l1d arch_capabilities,KVM,i4i,i4i.large,48K,32K,1280K,55296K,3500 MHz,106,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,1,"0,1",,,,,,,,,,,,"0,1",1,6,2,GenuineIntel,,full
205,x86_64,5800.00,Little Endian,1392.909,,6,3500.0000,800.0000,"32-bit, 64-bit",128,AWS,32,2900 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush dts acpi mmx fxsr sse sse2 ss ht tm pbe syscall nx pdpe1gb rdtscp lm constant_tsc art arch_perfmon pebs bts rep_good nopl xtopology nonstop_tsc cpuid aperfmperf pni pclmulqdq dtes64 monitor ds_cpl vmx smx est tm2 ssse3 sdbg fma cx16 xtpr pdcm pcid dca sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand lahf_lm abm 3dnowprefetch cpuid_fault epb cat_l3 invpcid_single intel_ppin ssbd mba ibrs ibpb stibp ibrs_enhanced tpr_shadow vnmi flexpriority ept vpid ept_ad fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid cqm rdt_a avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb intel_pt avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves cqm_llc cqm_occup_llc cqm_mbm_total cqm_mbm_local split_lock_detect wbnoinvd dtherm ida arat pln pts hwp hwp_act_window hwp_epp hwp_pkg_req avx512vbmi umip pku ospke avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg tme avx512_vpopcntdq rdpid fsrm md_clear pconfig flush_l1d arch_capabilities,,i4i,i4i.metal,48K,32K,1280K,55296K,4000 MHz,106,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,2,"0-31,64-95","32-63,96-127",,,,,,,,,,,0-127,2,6,2,GenuineIntel,VT-x,
206,x86_64,5799.92,Little Endian,3500.244,,6,,,"32-bit, 64-bit",4,AWS,2,2900 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves wbnoinvd ida arat avx512vbmi pku ospke avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg tme avx512_vpopcntdq rdpid md_clear flush_l1d arch_capabilities,KVM,i4i,i4i.xlarge,48K,32K,1280K,55296K,3500 MHz,106,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,1,0-3,,,,,,,,,,,,0-3,1,6,2,GenuineIntel,,full
207,aarch64,243.75,Little Endian,2500 MHz,,,,,"32-bit, 64-bit",64,AWS,64,2500 MHz,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,,im4gn,im4gn.16xlarge,64K,64K,1024K,32768K,2500 MHz,1,Neoverse-N1,1,0-63,,,,,,,,,,,,0-63,1,r3p1,1,ARM,,
208,aarch64,243.75,Little Endian,2500 MHz,,,,,"32-bit, 64-bit",8,AWS,8,2500 MHz,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,,im4gn,im4gn.2xlarge,64K,64K,1024K,32768K,2500 MHz,1,Neoverse-N1,1,0-7,,,,,,,,,,,,0-7,1,r3p1,1,ARM,,
209,aarch64,243.75,Little Endian,2500 MHz,,,,,"32-bit, 64-bit",16,AWS,16,2500 MHz,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,,im4gn,im4gn.4xlarge,64K,64K,1024K,32768K,2500 MHz,1,Neoverse-N1,1,0-15,,,,,,,,,,,,0-15,1,r3p1,1,ARM,,
210,aarch64,243.75,Little Endian,2500 MHz,,,,,"32-bit, 64-bit",32,AWS,32,2500 MHz,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,,im4gn,im4gn.8xlarge,64K,64K,1024K,32768K,2500 MHz,1,Neoverse-N1,1,0-31,,,,,,,,,,,,0-31,1,r3p1,1,ARM,,
211,aarch64,243.75,Little Endian,2500 MHz,,,,,"32-bit, 64-bit",2,AWS,2,2500 MHz,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,,im4gn,im4gn.large,64K,64K,1024K,32768K,2500 MHz,1,Neoverse-N1,1,"0,1",,,,,,,,,,,,"0,1",1,r3p1,1,ARM,,
212,aarch64,243.75,Little Endian,2500 MHz,,,,,"32-bit, 64-bit",4,AWS,4,2500 MHz,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,,im4gn,im4gn.xlarge,64K,64K,1024K,32768K,2500 MHz,1,Neoverse-N1,1,0-3,,,,,,,,,,,,0-3,1,r3p1,1,ARM,,
213,x86_64,6000.03,Little Endian,1315.255,,6,,,"32-bit, 64-bit",96,AWS,24,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,inf1,inf1.24xlarge,32K,32K,1024K,36608K,3900 MHz,85,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,2,"0-23,48-71","24-47,72-95",,,,,,,,,,,0-95,2,7,2,GenuineIntel,,full
214,x86_64,6000.00,Little Endian,3602.508,,6,,,"32-bit, 64-bit",8,AWS,4,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,inf1,inf1.2xlarge,32K,32K,1024K,36608K,3900 MHz,85,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,1,0-7,,,,,,,,,,,,0-7,1,7,2,GenuineIntel,,full
215,x86_64,5999.99,Little Endian,3608.093,,6,,,"32-bit, 64-bit",24,AWS,12,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,inf1,inf1.6xlarge,32K,32K,1024K,36608K,3900 MHz,85,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,1,0-23,,,,,,,,,,,,0-23,1,7,2,GenuineIntel,,full
216,x86_64,5999.99,Little Endian,3600.878,,6,,,"32-bit, 64-bit",4,AWS,2,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,inf1,inf1.xlarge,32K,32K,1024K,36608K,3900 MHz,85,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,1,0-3,,,,,,,,,,,,0-3,1,7,2,GenuineIntel,,full
217,aarch64,243.75,Little Endian,2500 MHz,,,,,"32-bit, 64-bit",8,AWS,8,2500 MHz,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,,is4gen,is4gen.2xlarge,64K,64K,1024K,32768K,2500 MHz,1,Neoverse-N1,1,0-7,,,,,,,,,,,,0-7,1,r3p1,1,ARM,,
218,aarch64,243.75,Little Endian,2500 MHz,,,,,"32-bit, 64-bit",16,AWS,16,2500 MHz,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,,is4gen,is4gen.4xlarge,64K,64K,1024K,32768K,2500 MHz,1,Neoverse-N1,1,0-15,,,,,,,,,,,,0-15,1,r3p1,1,ARM,,
219,aarch64,243.75,Little Endian,2500 MHz,,,,,"32-bit, 64-bit",32,AWS,32,2500 MHz,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,,is4gen,is4gen.8xlarge,64K,64K,1024K,32768K,2500 MHz,1,Neoverse-N1,1,0-31,,,,,,,,,,,,0-31,1,r3p1,1,ARM,,
220,aarch64,243.75,Little Endian,2500 MHz,,,,,"32-bit, 64-bit",2,AWS,2,2500 MHz,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,,is4gen,is4gen.large,64K,64K,1024K,32768K,2500 MHz,1,Neoverse-N1,1,"0,1",,,,,,,,,,,,"0,1",1,r3p1,1,ARM,,
221,aarch64,243.75,Little Endian,2500 MHz,,,,,"32-bit, 64-bit",1,AWS,1,2500 MHz,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,,is4gen,is4gen.medium,64K,64K,1024K,32768K,2500 MHz,1,Neoverse-N1,1,0,,,,,,,,,,,,0,1,r3p1,1,ARM,,
222,aarch64,243.75,Little Endian,2500 MHz,,,,,"32-bit, 64-bit",4,AWS,4,2500 MHz,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,,is4gen,is4gen.xlarge,64K,64K,1024K,32768K,2500 MHz,1,Neoverse-N1,1,0-3,,,,,,,,,,,,0-3,1,r3p1,1,ARM,,
223,x86_64,3591.42,Little Endian,1795.570,,6,,,"32-bit, 64-bit",2,AWS,2,1796 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx rdtscp lm constant_tsc rep_good nopl cpuid tsc_known_freq pni pclmulqdq ssse3 cx16 pcid sse4_1 sse4_2 x2apic popcnt tsc_deadline_timer aes rdrand hypervisor lahf_lm cpuid_fault pti fsgsbase smep erms,Xen,m1,m1.large,32K,32K,256K,30720K,1796 MHz,62,Intel(R) Xeon(R) CPU E5-2651 v2 @ 1.80GHz,1,"0,1",,,,,,,,,,,,"0,1",1,4,1,GenuineIntel,,full
224,x86_64,3600.11,Little Endian,1799.988,,6,,,"32-bit, 64-bit",1,AWS,1,1800 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx rdtscp lm constant_tsc rep_good nopl cpuid tsc_known_freq pni pclmulqdq ssse3 cx16 pcid sse4_1 sse4_2 x2apic popcnt tsc_deadline_timer aes rdrand hypervisor lahf_lm cpuid_fault pti fsgsbase smep erms,Xen,m1,m1.medium,32K,32K,256K,30720K,1800 MHz,62,Intel(R) Xeon(R) CPU E5-2651 v2 @ 1.80GHz,1,0,,,,,,,,,,,,0,1,4,1,GenuineIntel,,full
225,x86_64,3600.00,Little Endian,1800.002,,6,,,"32-bit, 64-bit",1,AWS,1,1800 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx rdtscp lm constant_tsc rep_good nopl cpuid tsc_known_freq pni pclmulqdq ssse3 cx16 pcid sse4_1 sse4_2 x2apic popcnt tsc_deadline_timer aes rdrand hypervisor lahf_lm cpuid_fault pti fsgsbase smep erms,Xen,m1,m1.small,32K,32K,256K,30720K,1800 MHz,62,Intel(R) Xeon(R) CPU E5-2651 v2 @ 1.80GHz,1,0,,,,,,,,,,,,0,1,4,1,GenuineIntel,,full
226,x86_64,3591.36,Little Endian,1795.683,,6,,,"32-bit, 64-bit",4,AWS,4,1796 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx rdtscp lm constant_tsc rep_good nopl cpuid tsc_known_freq pni pclmulqdq ssse3 cx16 pcid sse4_1 sse4_2 x2apic popcnt tsc_deadline_timer aes rdrand hypervisor lahf_lm cpuid_fault pti fsgsbase smep erms,Xen,m1,m1.xlarge,32K,32K,256K,30720K,1796 MHz,62,Intel(R) Xeon(R) CPU E5-2651 v2 @ 1.80GHz,1,0-3,,,,,,,,,,,,0-3,1,4,1,GenuineIntel,,full
227,x86_64,4800.03,Little Endian,2399.391,,6,,,"32-bit, 64-bit",4,AWS,4,2400 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat clflush mmx fxsr sse sse2 ht syscall nx lm constant_tsc rep_good nopl cpuid tsc_known_freq pni ssse3 cx16 sse4_1 sse4_2 popcnt hypervisor lahf_lm pti,Xen,m2,m2.2xlarge,32K,32K,256K,20480K,2400 MHz,45,Intel(R) Xeon(R) CPU E5-2665 0 @ 2.40GHz,1,0-3,,,,,,,,,,,,0-3,1,7,1,GenuineIntel,,full
228,x86_64,4800.04,Little Endian,2400.022,,6,,,"32-bit, 64-bit",8,AWS,8,2400 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat clflush mmx fxsr sse sse2 ht syscall nx lm constant_tsc rep_good nopl cpuid tsc_known_freq pni ssse3 cx16 sse4_1 sse4_2 popcnt hypervisor lahf_lm pti,Xen,m2,m2.4xlarge,32K,32K,256K,20480K,2400 MHz,45,Intel(R) Xeon(R) CPU E5-2665 0 @ 2.40GHz,1,0-7,,,,,,,,,,,,0-7,1,7,1,GenuineIntel,,full
229,x86_64,4800.13,Little Endian,2400.099,,6,,,"32-bit, 64-bit",2,AWS,2,2400 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat clflush mmx fxsr sse sse2 ht syscall nx lm constant_tsc rep_good nopl cpuid tsc_known_freq pni ssse3 cx16 sse4_1 sse4_2 popcnt hypervisor lahf_lm pti,Xen,m2,m2.xlarge,32K,32K,256K,20480K,2400 MHz,45,Intel(R) Xeon(R) CPU E5-2665 0 @ 2.40GHz,1,"0,1",,,,,,,,,,,,"0,1",1,7,1,GenuineIntel,,full
230,x86_64,4988.02,Little Endian,2494.065,,6,,,"32-bit, 64-bit",8,AWS,4,2494 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx rdtscp lm constant_tsc rep_good nopl xtopology cpuid tsc_known_freq pni pclmulqdq ssse3 cx16 pcid sse4_1 sse4_2 x2apic popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm cpuid_fault pti fsgsbase smep erms xsaveopt,Xen,m3,m3.2xlarge,32K,32K,256K,25600K,2494 MHz,62,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,1,0-7,,,,,,,,,,,,0-7,1,4,2,GenuineIntel,,full
231,x86_64,5000.17,Little Endian,2500.255,,6,,,"32-bit, 64-bit",2,AWS,1,2500 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx rdtscp lm constant_tsc rep_good nopl xtopology cpuid tsc_known_freq pni pclmulqdq ssse3 cx16 pcid sse4_1 sse4_2 x2apic popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm cpuid_fault pti fsgsbase smep erms xsaveopt,Xen,m3,m3.large,32K,32K,256K,25600K,2500 MHz,62,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,1,"0,1",,,,,,,,,,,,"0,1",1,4,2,GenuineIntel,,full
232,x86_64,5000.13,Little Endian,2500.066,,6,,,"32-bit, 64-bit",1,AWS,1,2500 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx rdtscp lm constant_tsc rep_good nopl xtopology cpuid tsc_known_freq pni pclmulqdq ssse3 cx16 pcid sse4_1 sse4_2 x2apic popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm cpuid_fault pti fsgsbase smep erms xsaveopt,Xen,m3,m3.medium,32K,32K,256K,25600K,2500 MHz,62,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,1,0,,,,,,,,,,,,0,1,4,1,GenuineIntel,,full
233,x86_64,5000.02,Little Endian,2500.037,,6,,,"32-bit, 64-bit",4,AWS,2,2500 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx rdtscp lm constant_tsc rep_good nopl xtopology cpuid tsc_known_freq pni pclmulqdq ssse3 cx16 pcid sse4_1 sse4_2 x2apic popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm cpuid_fault pti fsgsbase smep erms xsaveopt,Xen,m3,m3.xlarge,32K,32K,256K,25600K,2500 MHz,62,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,1,0-3,,,,,,,,,,,,0-3,1,4,2,GenuineIntel,,full
234,x86_64,4800.02,Little Endian,1431.691,,6,3000.0000,1200.0000,"32-bit, 64-bit",40,AWS,10,2400 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor est ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm cpuid_fault invpcid_single pti fsgsbase bmi1 avx2 smep bmi2 erms invpcid xsaveopt ida,Xen,m4,m4.10xlarge,32K,32K,256K,30720K,2400 MHz,63,Intel(R) Xeon(R) CPU E5-2676 v3 @ 2.40GHz,2,"0-9,20-29","10-19,30-39",,,,,,,,,,,0-39,2,2,2,GenuineIntel,,full
235,x86_64,4600.02,Little Endian,2750.768,,6,3000.0000,1200.0000,"32-bit, 64-bit",64,AWS,16,2300 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor est ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm cpuid_fault invpcid_single pti fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm xsaveopt ida,Xen,m4,m4.16xlarge,32K,32K,256K,46080K,2300 MHz,79,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,2,"0-15,32-47","16-31,48-63",,,,,,,,,,,0-63,2,1,2,GenuineIntel,,full
236,x86_64,4600.07,Little Endian,2300.136,,6,,,"32-bit, 64-bit",8,AWS,4,2300 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm cpuid_fault invpcid_single pti fsgsbase bmi1 avx2 smep bmi2 erms invpcid xsaveopt,Xen,m4,m4.2xlarge,32K,32K,256K,46080K,2300 MHz,79,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,1,0-7,,,,,,,,,,,,0-7,1,1,2,GenuineIntel,,full
