,Architecture,BogoMIPS,Byte Order,CPU MHz,CPU Platform,CPU family,CPU max MHz,CPU min MHz,CPU op-mode(s),CPU(s),CloudProvider,Core(s) per socket,Current Speed,Flags,Hypervisor vendor,InstanceCategory,InstanceType,L1d cache,L1i cache,L2 cache,L3 cache,Max Speed,Model,Model name,NUMA node(s),NUMA node0 CPU(s),NUMA node1 CPU(s),NUMA node10 CPU(s),NUMA node11 CPU(s),NUMA node2 CPU(s),NUMA node3 CPU(s),NUMA node4 CPU(s),NUMA node5 CPU(s),NUMA node6 CPU(s),NUMA node7 CPU(s),NUMA node8 CPU(s),NUMA node9 CPU(s),On-line CPU(s) list,Socket(s),Stepping,Thread(s) per core,Vendor ID,Virtualization,Virtualization type
32,x86_64,5599.99,Little Endian,3300.562,,23,,,"32-bit, 64-bit",4,AWS,2,2800 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext ssbd ibrs ibpb stibp vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr rdpru wbnoinvd arat npt nrip_save rdpid,KVM,c5a,c5a.xlarge,32K,32K,512K,8192K,3300 MHz,49,AMD EPYC 7R32,1,0-3,,,,,,,,,,,,0-3,1,0,2,AuthenticAMD,,full
33,x86_64,5599.53,Little Endian,2290.371,,23,,,"32-bit, 64-bit",48,AWS,24,2800 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext ssbd ibrs ibpb stibp vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr rdpru wbnoinvd arat npt nrip_save rdpid,KVM,c5ad,c5ad.12xlarge,32K,32K,512K,16384K,3300 MHz,49,AMD EPYC 7R32,1,0-47,,,,,,,,,,,,0-47,1,0,2,AuthenticAMD,,full
34,x86_64,5599.50,Little Endian,1883.347,,23,,,"32-bit, 64-bit",64,AWS,32,2800 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext ssbd ibrs ibpb stibp vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr rdpru wbnoinvd arat npt nrip_save rdpid,KVM,c5ad,c5ad.16xlarge,32K,32K,512K,16384K,3300 MHz,49,AMD EPYC 7R32,1,0-63,,,,,,,,,,,,0-63,1,0,2,AuthenticAMD,,full
35,x86_64,5600.00,Little Endian,1829.226,,23,,,"32-bit, 64-bit",96,AWS,48,2800 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext perfctr_core ssbd ibrs ibpb stibp vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr rdpru wbnoinvd arat npt nrip_save rdpid,KVM,c5ad,c5ad.24xlarge,32K,32K,512K,16384K,3300 MHz,49,AMD EPYC 7R32,1,0-95,,,,,,,,,,,,0-95,1,0,2,AuthenticAMD,,full
36,x86_64,5599.49,Little Endian,3231.141,,23,,,"32-bit, 64-bit",8,AWS,4,2800 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext ssbd ibrs ibpb stibp vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr rdpru wbnoinvd arat npt nrip_save rdpid,KVM,c5ad,c5ad.2xlarge,32K,32K,512K,16384K,3300 MHz,49,AMD EPYC 7R32,1,0-7,,,,,,,,,,,,0-7,1,0,2,AuthenticAMD,,full
37,x86_64,5599.92,Little Endian,1879.118,,23,,,"32-bit, 64-bit",16,AWS,8,2800 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext ssbd ibrs ibpb stibp vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr rdpru wbnoinvd arat npt nrip_save rdpid,KVM,c5ad,c5ad.4xlarge,32K,32K,512K,16384K,3300 MHz,49,AMD EPYC 7R32,1,0-15,,,,,,,,,,,,0-15,1,0,2,AuthenticAMD,,full
38,x86_64,5600.00,Little Endian,1770.213,,23,,,"32-bit, 64-bit",32,AWS,16,2800 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext ssbd ibrs ibpb stibp vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr rdpru wbnoinvd arat npt nrip_save rdpid,KVM,c5ad,c5ad.8xlarge,32K,32K,512K,16384K,3300 MHz,49,AMD EPYC 7R32,1,0-31,,,,,,,,,,,,0-31,1,0,2,AuthenticAMD,,full
39,x86_64,5599.98,Little Endian,3239.198,,23,,,"32-bit, 64-bit",2,AWS,1,2800 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext ssbd ibrs ibpb stibp vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr rdpru wbnoinvd arat npt nrip_save rdpid,KVM,c5ad,c5ad.large,32K,32K,512K,4096K,3300 MHz,49,AMD EPYC 7R32,1,"0,1",,,,,,,,,,,,"0,1",1,0,2,AuthenticAMD,,full
40,x86_64,5599.80,Little Endian,3302.365,,23,,,"32-bit, 64-bit",4,AWS,2,2800 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext ssbd ibrs ibpb stibp vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr rdpru wbnoinvd arat npt nrip_save rdpid,KVM,c5ad,c5ad.xlarge,32K,32K,512K,8192K,3300 MHz,49,AMD EPYC 7R32,1,0-3,,,,,,,,,,,,0-3,1,0,2,AuthenticAMD,,full
41,x86_64,6000.00,Little Endian,1216.685,,6,,,"32-bit, 64-bit",48,AWS,24,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke avx512_vnni,KVM,c5d,c5d.12xlarge,32K,32K,1024K,36608K,3900 MHz,85,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,1,0-47,,,,,,,,,,,,0-47,1,7,2,GenuineIntel,,full
42,x86_64,5999.99,Little Endian,1218.409,,6,,,"32-bit, 64-bit",72,AWS,18,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,c5d,c5d.18xlarge,32K,32K,1024K,25344K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8223CL CPU @ 3.00GHz,2,"0-17,36-53","18-35,54-71",,,,,,,,,,,0-71,2,7,2,GenuineIntel,,full
43,x86_64,5999.99,Little Endian,1460.829,,6,,,"32-bit, 64-bit",96,AWS,24,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke avx512_vnni,KVM,c5d,c5d.24xlarge,32K,32K,1024K,36608K,3900 MHz,85,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,2,"0-23,48-71","24-47,72-95",,,,,,,,,,,0-95,2,7,2,GenuineIntel,,full
44,x86_64,5999.99,Little Endian,3402.597,,6,,,"32-bit, 64-bit",8,AWS,4,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,c5d,c5d.2xlarge,32K,32K,1024K,25344K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,1,0-7,,,,,,,,,,,,0-7,1,4,2,GenuineIntel,,full
45,x86_64,5999.99,Little Endian,3400.542,,6,,,"32-bit, 64-bit",16,AWS,8,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,c5d,c5d.4xlarge,32K,32K,1024K,25344K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,1,0-15,,,,,,,,,,,,0-15,1,4,2,GenuineIntel,,full
46,x86_64,5999.99,Little Endian,1256.930,,6,,,"32-bit, 64-bit",36,AWS,18,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,c5d,c5d.9xlarge,32K,32K,1024K,25344K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8223CL CPU @ 3.00GHz,1,0-35,,,,,,,,,,,,0-35,1,7,2,GenuineIntel,,full
47,x86_64,5999.99,Little Endian,3405.496,,6,,,"32-bit, 64-bit",2,AWS,1,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,c5d,c5d.large,32K,32K,1024K,25344K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,1,"0,1",,,,,,,,,,,,"0,1",1,4,2,GenuineIntel,,full
48,x86_64,6000.00,Little Endian,1309.401,,6,3900.0000,1200.0000,"32-bit, 64-bit",96,AWS,24,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush dts acpi mmx fxsr sse sse2 ss ht tm pbe syscall nx pdpe1gb rdtscp lm constant_tsc art arch_perfmon pebs bts rep_good nopl xtopology nonstop_tsc cpuid aperfmperf pni pclmulqdq dtes64 monitor ds_cpl vmx smx est tm2 ssse3 sdbg fma cx16 xtpr pdcm pcid dca sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand lahf_lm abm 3dnowprefetch cpuid_fault epb cat_l3 cdp_l3 invpcid_single intel_ppin ssbd mba ibrs ibpb stibp ibrs_enhanced tpr_shadow vnmi flexpriority ept vpid ept_ad fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid cqm mpx rdt_a avx512f avx512dq rdseed adx smap clflushopt clwb intel_pt avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves cqm_llc cqm_occup_llc cqm_mbm_total cqm_mbm_local dtherm ida arat pln pts hwp hwp_act_window hwp_epp hwp_pkg_req pku ospke avx512_vnni md_clear flush_l1d arch_capabilities,,c5d,c5d.metal,32K,32K,1024K,36608K,4000 MHz,85,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,2,"0-23,48-71","24-47,72-95",,,,,,,,,,,0-95,2,7,2,GenuineIntel,VT-x,
49,x86_64,5999.99,Little Endian,3399.990,,6,,,"32-bit, 64-bit",4,AWS,2,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,c5d,c5d.xlarge,32K,32K,1024K,25344K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,1,0-3,,,,,,,,,,,,0-3,1,4,2,GenuineIntel,,full
50,x86_64,5999.99,Little Endian,1228.617,,6,,,"32-bit, 64-bit",72,AWS,18,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,c5n,c5n.18xlarge,32K,32K,1024K,25344K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2,"0-17,36-53","18-35,54-71",,,,,,,,,,,0-71,2,4,2,GenuineIntel,,full
51,x86_64,5999.99,Little Endian,3398.664,,6,,,"32-bit, 64-bit",8,AWS,4,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,c5n,c5n.2xlarge,32K,32K,1024K,25344K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,1,0-7,,,,,,,,,,,,0-7,1,4,2,GenuineIntel,,full
52,x86_64,6000.01,Little Endian,3385.593,,6,,,"32-bit, 64-bit",16,AWS,8,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,c5n,c5n.4xlarge,32K,32K,1024K,25344K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,1,0-15,,,,,,,,,,,,0-15,1,4,2,GenuineIntel,,full
53,x86_64,5999.99,Little Endian,1251.552,,6,,,"32-bit, 64-bit",36,AWS,18,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,c5n,c5n.9xlarge,32K,32K,1024K,25344K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,1,0-35,,,,,,,,,,,,0-35,1,4,2,GenuineIntel,,full
54,x86_64,5999.98,Little Endian,3399.992,,6,,,"32-bit, 64-bit",2,AWS,1,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,c5n,c5n.large,32K,32K,1024K,25344K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,1,"0,1",,,,,,,,,,,,"0,1",1,4,2,GenuineIntel,,full
55,x86_64,6000.00,Little Endian,1948.507,,6,3500.0000,1200.0000,"32-bit, 64-bit",72,AWS,18,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush dts acpi mmx fxsr sse sse2 ss ht tm pbe syscall nx pdpe1gb rdtscp lm constant_tsc art arch_perfmon pebs bts rep_good nopl xtopology nonstop_tsc cpuid aperfmperf pni pclmulqdq dtes64 monitor ds_cpl vmx smx est tm2 ssse3 sdbg fma cx16 xtpr pdcm pcid dca sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand lahf_lm abm 3dnowprefetch cpuid_fault epb cat_l3 cdp_l3 invpcid_single pti intel_ppin ssbd mba ibrs ibpb stibp tpr_shadow vnmi flexpriority ept vpid ept_ad fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm cqm mpx rdt_a avx512f avx512dq rdseed adx smap clflushopt clwb intel_pt avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves cqm_llc cqm_occup_llc cqm_mbm_total cqm_mbm_local dtherm ida arat pln pts hwp hwp_act_window hwp_epp hwp_pkg_req pku ospke md_clear flush_l1d arch_capabilities,,c5n,c5n.metal,32K,32K,1024K,25344K,4000 MHz,85,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2,"0-17,36-53","18-35,54-71",,,,,,,,,,,0-71,2,4,2,GenuineIntel,VT-x,
56,x86_64,5999.99,Little Endian,3399.802,,6,,,"32-bit, 64-bit",4,AWS,2,3000 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,c5n,c5n.xlarge,32K,32K,1024K,25344K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,1,0-3,,,,,,,,,,,,0-3,1,4,2,GenuineIntel,,full
